source,title,url,date,summary,keyword_matched,scraped_at
CoinTelegraph,Solv Protocol offers 10% bounty after $2.7M vault exploit,https://cointelegraph.com/news/hacker-steals-nearly-3-million-from-solv-protocol?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,2026-03-06,"Crypto security researchers say the hacker exploited a bug allowing them to mint tokens, before swapping the freely-gained tokens for another tied to Bitcoin.",exploit,2026-03-06 13:42:25
Decrypt.co,FATF Flags Peer-to-Peer Stablecoin Transfers as Top Money Laundering Risk,https://decrypt.co/360087/fatf-flags-peer-to-peer-stablecoin-transfers-as-top-money-laundering-risk,2026-03-05,The Financial Action Task Force wants issuers to embed freeze and deny-list controls directly into smart contracts.,smart contract,2026-03-06 13:42:31
Decrypt.co,"Apple iPhone Hacking Kit Used By Spies, Crypto Scams Could Have US Intelligence Origins",https://decrypt.co/359927/apple-iphone-hacking-kit-used-by-spies-crypto-scams-could-have-us-intelligence-origins,2026-03-04,Researchers said a sophisticated exploit kit with 23 iOS vulnerabilities is being used by espionage and cybercrime campaigns.,exploit,2026-03-06 13:42:31
Google News,Funds Returned to DeFi Exchange Nirvana in First Ever DeFi Hack Prosecution | TRM Blog - TRM Labs,https://news.google.com/rss/articles/CBMitAFBVV95cUxQT0k2ZUt6TG5wbDNFRHNCQzRKSElmUmJDVUNrUHhjMExEbGFSa2ZxME1iV1l3Vy1Yei1xbExFSnNILThvYmVibVJIanpVcUVCSmlLeDN4QVJIcnlPejdlcE1LWDY4V19BU1RzT1J5dnNFS3lTdk4zQS1VaENpem5WbjNNc1E1TGdZb1F3LVpLVjhUVERjb0l6QTNDRDBQeWo4RUdVTF9wUUlCTUhINktvMTVQWjc?oc=5,2024-06-04,Funds Returned to DeFi Exchange Nirvana in First Ever DeFi Hack Prosecution | TRM Blog &nbsp;&nbsp; TRM Labs,defi hack,2026-03-06 13:42:38
Google News,"Popular Base Memecoin Normie Exploited, Reportedly Strikes 'No Reprisals' Deal With Hacker - International Business Times",https://news.google.com/rss/articles/CBMitAFBVV95cUxPSmpuN1dvcFhkVmJiaTNtNEF1SVdlejFwdGtIb2FhOE1lWTRFWDUySU5IVVdiS3UzT00xMy1wU2RrYnR0bjhUWUdrLUJPelktb0dYOGoxSWZhTTlYSTZNVXJ1c1Rzc2M3dWVUdnQ5UDc4SHlBQkJSazdlblVTdUhZQ3JvNzltNVdVc2RsbWFTQXY2TVkwUGhLMDVWMWNUaElPTEUzUEpHMGdseTdGc2RUa1hsLWQ?oc=5,2024-05-27,"Popular Base Memecoin Normie Exploited, Reportedly Strikes 'No Reprisals' Deal With Hacker &nbsp;&nbsp; International Business Times",exploit,2026-03-06 13:42:49
Google News,"Crypto-Related Exploits, Hacks, Scams Reach Over $79M In March : CertiK - International Business Times",https://news.google.com/rss/articles/CBMimwFBVV95cUxPYXUzMXc1LTBnYUhoRncxWjJ5UUVXR2MySW0wblZfVnV3RlU5SXNLdzd2djhqWFJEaGdyeUtxNDNEUFJzMU95WlZ3d2tKTEQwYkgwUVN0OXFDS3JDUEw2SWhKOUExVlVDRE9fMzFTNEV4M1VEYmhwNG44cVRHelM1MmEtNTNKSHh5QUdhMXJzZWF0aGpab0lUV3lFbw?oc=5,2024-04-01,"Crypto-Related Exploits, Hacks, Scams Reach Over $79M In March : CertiK &nbsp;&nbsp; International Business Times",exploit,2026-03-06 13:42:49
Google News,"Wise Lending Loses Over $400,000 in a Flash Loan Attack - Binance",https://news.google.com/rss/articles/CBMiYkFVX3lxTE1YSnhlNTd4emVISUFHWUxjQkU3aHR2dGhSZnkwRmVvMW1WajVGakJmOC13dEZNdjU5WHpSTDRtT193ek5PUllCNW53WXd5WEFYODNIdXN3R2FCa0VCNUcyeGR3?oc=5,2024-01-13,"Wise Lending Loses Over $400,000 in a Flash Loan Attack &nbsp;&nbsp; Binance",flash loan,2026-03-06 13:42:49
Google News,Wise Lending drained of $440K worth of crypto in apparent flash loan exploit - TradingView,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPNGlkYnk1X2xVZVoyekNJVUlFYUtrb1lmMEFJRHhPcF8zUVA5NUpVNldwNVFGbi1OcEhNTE5iVmt6enoyS3RBRDM0OVRNVHlmWnY1ZVVwRWNFeXVQd1VkZ3M1UHdXY3REZ0d6amsyZ29ObG9JOE9tOTBqekx0ODRzekpJdXdYRTV4SjVhYXlydE92S2hLRHBvdjVPdEdvcUQxSkl3ZVg1VldBTC16blU0aEhmM0ZjVGlwNDdLUE1tZW15V2lEdi1CSkx5OUE5eFRpelBfZUZ3?oc=5,2024-01-12,Wise Lending drained of $440K worth of crypto in apparent flash loan exploit &nbsp;&nbsp; TradingView,flash loan,2026-03-06 13:42:49
Google News,": Unveiling the 2023 Crypto Heists: Hackers Rake in $2 Billion Through Hacks, Blockchain Exploits, and Rugpulls. - DailyCoin",https://news.google.com/rss/articles/CBMihAFBVV95cUxQcFdEaE9WRUExa2hTcnBKNExZcVBCN1JzYmxHYjRmaHdwd09QSHlKWkl0NExaeFNodFBOam0xd2hmWVJtYnMzSy1ubG01MWJFdEFQSjA5bGZXb1NJNmw2TmxQeVlLVlE0UFhiam9QZzFwbkJvWEZVY3lFTm5TR0NEbjY2R1A?oc=5,2023-12-27,": Unveiling the 2023 Crypto Heists: Hackers Rake in $2 Billion Through Hacks, Blockchain Exploits, and Rugpulls. &nbsp;&nbsp; DailyCoin",exploit,2026-03-06 13:42:49
Google News,CoinEx Research: An introduction to common vulnerabilities and attacks in smart contracts - AMBCrypto,https://news.google.com/rss/articles/CBMisAFBVV95cUxNUFFyUmRRSmoybjNOVjNacTNoRFRSMkxOWmVtc1RNR21IRVMwRldnanRXX1dHVUlPSzFaZThZWV8tR3MtNlp1SjRRSHpQZExXck15ZjRzNVExbXh3T0s5dFJfaEpNamJyZEdLT1R1TGtqU04wTXNaTmU2SV9FWF9WNnk2MVc2N3JhYUhibmpaT1l4ZTFmTFp6S0JQUEs2OE9keWF0QWZYaTQya3JjNF96OdIBtgFBVV95cUxQS1JYQ05JWU4yRV9ZRmp2TTg4UEhCZmR4dGlHX2tGRnRkWFBjOEpKVXBlLXdqOWk0UDl2cXVaOEZUS3c2UmJfN3ZDM1VwWU9WbHA2VTZXajhtYnBkTlI3amJnTEdHUHZxdW4xeWJ5Z3MtS09LVVRMODlJY2FiODVVNjBqNnFmMEd4Z3o5REZVQUE5ZTRXWXhSeVA4VFpxMUZnNUM2N3c0dVJZaUpmODZZdlNqSkxFZw?oc=5,2023-12-06,CoinEx Research: An introduction to common vulnerabilities and attacks in smart contracts &nbsp;&nbsp; AMBCrypto,smart contract,2026-03-06 13:42:46
Google News,"Who is the king of blockchain development languages: Move, Solidity, Rust - Binance",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5IWXdMTlhhOVo3MEpRTW1TN1A1b083dFAwTm9vZWQwQ2x0MURldGtJc2IyY0Q1b1JqZ2tvSGpLOTRRc0h0bkxCVWJlN3Q5d3F2RXJsX1RjVXhLQQ?oc=5,2023-10-18,"Who is the king of blockchain development languages: Move, Solidity, Rust &nbsp;&nbsp; Binance",solidity,2026-03-06 13:42:46
Google News,DeFi protocol Platypus suffers second flash loan attack in 9 months - Blockworks,https://news.google.com/rss/articles/CBMibkFVX3lxTE5zYzQxbDZCQmlQOXh6aEtkV1l3SElPY1R6U2FSSjgzN0s3LU0yR3JpVFlqVUgzS20zSGxLLTZOV083UGY4T2lhLUN5LWN2QmVkZVV6RDFKMVFyRVF0OVNyQlFoc2xVU0dESjJpODVR?oc=5,2023-10-12,DeFi protocol Platypus suffers second flash loan attack in 9 months &nbsp;&nbsp; Blockworks,flash loan,2026-03-06 13:42:49
Google News,Understanding crypto hacks and exploits - dlnews.com,https://news.google.com/rss/articles/CBMimwFBVV95cUxQSzZKYkQ3X1RIRVZ3WVdVRnl4Nkkyd1ZLTmFSZWdDSnZlWnpINXF0dUNoVldmTkxzbF82ajFVUHMxdUtwQmc1R2tzTkQxX00xRTJfY29faW5Ga1pkX2JzQWtqQ2FzcGdFbS1zeEpDSHI0UlRlV0h3YmxFUXlkSTBXX3YzdktmZ0hBbkVkZlUzYmtYNnNXQ1p3SndLWQ?oc=5,2023-09-28,Understanding crypto hacks and exploits &nbsp;&nbsp; dlnews.com,exploit,2026-03-06 13:42:38
Google News,"Solana-Based Cypher Protocol Experiences Exploit, Freezes Smart Contract - CoinDesk",https://news.google.com/rss/articles/CBMitwFBVV95cUxOTVVqMWpDLUZjS3o0M0VKdHppVUgyZUpCa25uRlp0c1Z3enM4Q2xmbXNBVE9RVkQxWHpXT3M1eUs5OEVuekJhYmpvNXZycTJJTHZyNzdMVXptX2JtZ0NhdnZoQnJBMXBkMlRoTlNZYWdqZ0VwT1Q2M215YWk1RG9KWnVNZ244NjhDRTI3a0tGQ29Ia0NpWEpsQjFMRHVCVkZJaWpZM0dsZHFkUmtMQjRVbWE1Z0RlaXc?oc=5,2023-08-07,"Solana-Based Cypher Protocol Experiences Exploit, Freezes Smart Contract &nbsp;&nbsp; CoinDesk",smart contract,2026-03-06 13:42:38
Google News,Curve Finance Pools Exploited Due to Code Vulnerabilities - Chainalysis,https://news.google.com/rss/articles/CBMidkFVX3lxTE5oVkRBd2F3eUtPWml5Mk1MZmxJc3pYalNTV0R2RGFhdnZiWnJPZVAyMVFhQkM4ZkJDakoyVGROc1FqSWVXZHN1UHoxQmNtZXBKcF8taTB2R3hUeEk1d05nZkpuZHhPb2plQUZyVWpDdDMxeWVHWEE?oc=5,2023-08-02,Curve Finance Pools Exploited Due to Code Vulnerabilities &nbsp;&nbsp; Chainalysis,exploit,2026-03-06 13:42:43
Google News,ZachXBT spotted a possible culprit for the Curve exploit - Coinpaper,https://news.google.com/rss/articles/CBMimwFBVV95cUxNSk5wNDlDUzE0UkdaMG5pS25Ub2VWZ0FjYkVIcDlWNXlCZlVpdjRSdnQ4VXZ2OWhoUmVHNEdUaGhVVFJqOExDUHRhTG9qNnZ0S3c2SFR3T0phVFk1OVlpN3NZOHNsVTM3RDBTenFwUGRzTlZ2dXRmdjk2QjRnMWpVNnpjWlBGQ3BDc3V5VHAyQnNWOUFsOFBrNDBnTQ?oc=5,2023-08-02,ZachXBT spotted a possible culprit for the Curve exploit &nbsp;&nbsp; Coinpaper,exploit,2026-03-06 13:42:46
Google News,"Curve suffers $70M exploit, but damage contained - Blockworks",https://news.google.com/rss/articles/CBMiXEFVX3lxTE94Z2c1U1FZX3V2RGJCMmY4YXNTWWRKb2ROaGxraXZJNi1sdkFDTThHaFlEWmJkLWJ5dFU2WHg1Z180cnptejB3clFEZ25VTmdRckp2cmpzZVRHU1RB?oc=5,2023-07-31,"Curve suffers $70M exploit, but damage contained &nbsp;&nbsp; Blockworks",exploit,2026-03-06 13:42:46
Google News,Ethereum community members propose new standard to mitigate DeFi hacks - The Block,https://news.google.com/rss/articles/CBMihwFBVV95cUxPbjRsYWE5TFM1YmM5amZHLTZXa1VxOFJfSVpZWldBUklJdkhSclNSLUlIek96NGk4VjJqU1hJVTNZeEtORmt4a2w2cFFrWjZZT1V4Umg1NU9mNWpBVndkbzhqcmd1bVFKV190cDYyWGZVVVpZWm52WmluWnZQRE5QdGtUNlZ1ZHM?oc=5,2023-07-04,Ethereum community members propose new standard to mitigate DeFi hacks &nbsp;&nbsp; The Block,defi hack,2026-03-06 13:42:43
Google News,New Ethereum Token Standard Proposed to Counter DeFi Hacks - CryptoRank,https://news.google.com/rss/articles/CBMioAFBVV95cUxPT042UWhLZjlsTllHTjY3dDNvdERJRks5aXBxVXo4SFJVNzhPcHFFcUxRdjk3WHdzS1hNTnFtTzhPMEpuNHJBZWxxbnE0VTRIVTFTU2k4SzBOYnk2QVNMZ2hfMHkyLWwyeUNBMHJPM2FaRXc0QkU2SGpwNlUtejdfYnlTY1pRaUtEM3VoWUVyRWVhS2FWcGFPZzd2cUItby1s?oc=5,2023-07-04,New Ethereum Token Standard Proposed to Counter DeFi Hacks &nbsp;&nbsp; CryptoRank,defi hack,2026-03-06 13:42:43
Google News,Jimbos Protocol hit in $7.5m DeFi flash loan attack - theregister.com,https://news.google.com/rss/articles/CBMidkFVX3lxTE1YZHlPbUU2UVpOVWItQkpMMUxVV3YwSlBBSnFxbnlyNExmVHhiaE5GUnlFNHhxOHRITEs4TXlzcXlyTFFJSFhlUEdjVFNLeXJzOU5TLW0wdGUtdGRHMnZDMzB2SVJUVHM3YzJSeTNqZkJIUTI2dGc?oc=5,2023-05-30,Jimbos Protocol hit in $7.5m DeFi flash loan attack &nbsp;&nbsp; theregister.com,flash loan,2026-03-06 13:42:49
Google News,"Flash loans, flash attacks, and the future of DeFi - Bank Underground",https://news.google.com/rss/articles/CBMilAFBVV95cUxNNmpiXzRTdkFUNm05VTJVeTg2NFhpZkdGRzNDMEM1WHRPUFdUdnJ3Y2FHV0lnNDl4LV94bTdfZE9LTzN4VGZrcDl0YlFBS1pCeEJfRlVRUExUUU92UFR3UGVhRGRGb3NxUDdIbFlsWkVKZTRMR191aHIxR1gzdm5WUFMtelNUY1pOQ083TFoteURaUjd6?oc=5,2023-05-25,"Flash loans, flash attacks, and the future of DeFi &nbsp;&nbsp; Bank Underground",flash loan,2026-03-06 13:42:49
Google News,"April’s Crypto Scams, Exploits and Hacks Lead to $103M Lost — CertiK - Binance",https://news.google.com/rss/articles/CBMiWEFVX3lxTFB6azRJNzdvbm4wVDFoblZsN3puZUJFb0FSUUZSOG5Sd1VXcmxjak14WElrSTJpcmFXakwzWFFzbFNQM2RfN252UWl5WlRRd0hhN2JTczM0eWc?oc=5,2023-05-01,"April’s Crypto Scams, Exploits and Hacks Lead to $103M Lost — CertiK &nbsp;&nbsp; Binance",exploit,2026-03-06 13:42:49
Google News,Euler Compromise Investigation - Part 1 - The Exploit - Coinbase,https://news.google.com/rss/articles/CBMihgFBVV95cUxNVVN3NkRrS3ZIdVNUaWtWbjVUTS15bkxsS0JPd25hUVRxVk42ekVaTGtWN2NSYW0xZnZTSnJYWVBrSHE5b3EzSm1IckF6Z1kydVNlMk41M1VKbWo0UWFwOERYUzRPREdET2xfZF9TRVJqVE11N3ZNVUhIUVpkQnAxenRnOEROdw?oc=5,2023-04-19,Euler Compromise Investigation - Part 1 - The Exploit &nbsp;&nbsp; Coinbase,exploit,2026-03-06 13:42:49
Google News,SushiSwap Smart Contract Bug Leads to $3.3M Hack - Blockworks,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5JUHUwNHU4THRsX3UtQ1V2R01UTTM0NmFUSnNJZXZUcXFyaGNTejN3V2Y2Yk1Hb1BmVzdsRDlUZDY1WjFMWnpnZDZEcmdISjV1QndMZllyQXlaMTJjVS1weA?oc=5,2023-04-10,SushiSwap Smart Contract Bug Leads to $3.3M Hack &nbsp;&nbsp; Blockworks,smart contract,2026-03-06 13:42:38
Google News,Web3 Security Company Ironblocks Takes Aim at Spate of DeFi Hacks - CoinDesk,https://news.google.com/rss/articles/CBMirwFBVV95cUxNLUI0VDRENzJzMExCTFczNWxVcTZoWVlScnRzcy1aaGdSOWU0VnREaEt6bGtHR05IRnIxNzZScXJ6RHV2eXFxSG1XdlhKcGppZEtXam9HSGVRQnhpWm9wa2hpVzVXV0l2Vng4VTZCT1NSelNPd2NrVHU5akhiYjRhVWEtNGxiUVFxM2l6a3dFTmtockNON05INFg5alhaSTdRVXNOQ0Z2aVJPU0FaZUNj?oc=5,2023-03-15,Web3 Security Company Ironblocks Takes Aim at Spate of DeFi Hacks &nbsp;&nbsp; CoinDesk,defi hack,2026-03-06 13:42:43
Google News,$197 Million Stolen: Euler Finance Flash Loan Attack Explained [UPDATED 4/6/23] - Chainalysis,https://news.google.com/rss/articles/CBMic0FVX3lxTE1zclM3LVZkTlFHYktOVXFxWnpiRzFLTk55TEZNUGlIc3dCTFpXSWJ6TklNZDdIeDEtd0FhQXNCS3EwQjJwRXQxSUJUeVNTdzlOWGZCNnc2TWdxdGlEMy1McmpObmxaWkpMOWF3aEpMbkQ2SEU?oc=5,2023-03-15,$197 Million Stolen: Euler Finance Flash Loan Attack Explained [UPDATED 4/6/23] &nbsp;&nbsp; Chainalysis,flash loan,2026-03-06 13:42:49
Google News,Euler Suffers $200M Exploit in Flash Loan Attack - Blockworks,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9jMzlnd0pvX0dKWHBKeUZDS2V3UE95TWZxaElDQ2ExZUR1UHBfbTBMblRKbXF3cVFJNUlEVG5MNVd6NzhUWUVyOW8zRG1tMFhnMVQxSXAxWXBoMDZ0cEdybHFxRQ?oc=5,2023-03-13,Euler Suffers $200M Exploit in Flash Loan Attack &nbsp;&nbsp; Blockworks,flash loan,2026-03-06 13:42:49
Google News,"New ERC-4337 Standard Released; US Bank Regulators, G20, IMF and OSC Address Crypto Risks; DeFi Hack Victims Regain Crypto Via Code Exploit - JD Supra",https://news.google.com/rss/articles/CBMiiAFBVV95cUxOYWJ0X2V4TTFwTk9qSFJLZDFMbDFCVXhXWUdpUGxmN1g1UUU0U2tOVmR4VlVPMFdPLWRVcUZRQmhkNUhiMmlIdURMcW5PTTZuQW02QUU2bFNESU5NSHhOOEJ3WnRncDUwMVV1SnNLYXpySzB6ckdpTHJfbnQxNklqR0ZTNDNSTkdO?oc=5,2023-03-06,"New ERC-4337 Standard Released; US Bank Regulators, G20, IMF and OSC Address Crypto Risks; DeFi Hack Victims Regain Crypto Via Code Exploit &nbsp;&nbsp; JD Supra",defi hack,2026-03-06 13:42:43
Google News,"After Suffering Second-Largest-Ever Crypto Hack, Jump Crypto Recovers 120,000 ETH By Exploiting Smart Contracts - Forbes",https://news.google.com/rss/articles/CBMigwJBVV95cUxNZEFGMkFPZTdjb3FLVE1RR0lFNDdGSWhqSEROYkwwanJId0Z4SGppYWpjZUx1TkNubWN6Z0o5dkVJLWY5cmR2ZWZNdzZURTFELUxkUldvR3hBd0doN2ZmU1ZDb0o3cEV0YVVEQldaZktjTXp2bExGWmZOZVRqNWJqX1h4Ul90WUtSWW9SX0ZTaUUyRnhQZzNlanNybW8yRXRaZ2RaOFBIbG90OFNoSWEyLWFTQ29iWXR0dm52bktxX2dkT08weGFrX1h5cnllNzd3V2F3UXluVHMtLWl0alBWMnpNZHlZTExKNFlGX1BGX3BFcGU4ZC1HeTc1YlpQTzhSaG5Z?oc=5,2023-03-03,"After Suffering Second-Largest-Ever Crypto Hack, Jump Crypto Recovers 120,000 ETH By Exploiting Smart Contracts &nbsp;&nbsp; Forbes",smart contract,2026-03-06 13:42:38
Google News,BlockTower Capital Loses $1.5M in DeFi Market Aggregator Dexible Exploit: Blockchain Data - CoinDesk,https://news.google.com/rss/articles/CBMixgFBVV95cUxPODBnUThXUDRkOGd5RWdhZnhmUGxhMzU0X3FEVHZKN1NTUWYzLVFNLWxoVHNmTWJicTJIa2dwN3BwZGNhV3FtTzd1MGhjZldVSzQ2MXpaUG5LOVRYZk5CSXNRNm9KLURQR0NxTkNLZnY2dFpVbENtbjd2akZwTG5ZV29vdFBpRE1SQmNBY1hDX0JKUFZ3TmNQZ013dDQ0NTYtdWRLS21FbmlVUktNX2c3ejl6TUR6SlFNWWJ6bHhISWh5cW5XMGc?oc=5,2023-02-17,BlockTower Capital Loses $1.5M in DeFi Market Aggregator Dexible Exploit: Blockchain Data &nbsp;&nbsp; CoinDesk,exploit,2026-03-06 13:42:43
Google News,Platypus Protocol Loses $8.5M in Flash Loan Attack - BeInCrypto,https://news.google.com/rss/articles/CBMibkFVX3lxTFBqNklYNmFsQThXTUxmV3g3bk4tZkRWNjRsV0Z3LV9Va0RtZEdOTVJ5cFhlQ0FlZFpaMEhHbFdNcTFBWlFORUVXQ1V2aS0zTl9vREptTVlUdDFtMDdJdXFUeUJrNzlzZU5TbF95a2J3?oc=5,2023-02-17,Platypus Protocol Loses $8.5M in Flash Loan Attack &nbsp;&nbsp; BeInCrypto,flash loan,2026-03-06 13:42:49
Google News,Decentralized exchange Orion Protocol hacked for $3 million - The Block,https://news.google.com/rss/articles/CBMimgFBVV95cUxQSWRENVI1dFlTMTJXcENfQ2FOaGg1d2dGandJbWIzZ29iYzZ6ZG5uZ05TYTB0VTM3ZjBlbjE4VEozWF85bWFieVBCbGZHNlk1S3VEWWRuRGNqM0hqLUtiMHBXdWxGU2F1VEVFYWo4UVZWOWFiampETkkxS1JvZlBQUDJnMHIyNDhjRFZBbExYWU1TWW1FbFdBZWd3?oc=5,2023-02-03,Decentralized exchange Orion Protocol hacked for $3 million &nbsp;&nbsp; The Block,protocol hack,2026-03-06 13:42:38
Google News,DeFi hackers stole $3.2bn last year amid 35% surge in ‘bridge’ exploits - dlnews.com,https://news.google.com/rss/articles/CBMirgFBVV95cUxQeVhVQ2JGV2J6bExyQ1Z3eFF1VWt4aWFuTENZV2xUV2JFb05wOFNHY2xUdkNoXzdhN0VaY2RYMHVXRDVtQ2FTRjJKLWZsQ1ZOWl9rek9Xc1FHMU0xUjZVTTUzWFp5RXhQMWtjNVlWcmxGeVd0anFLQUlWRF9pei1XNWU1WTJfTVN4UDlhVUVTZVpUTk1qa21qRkhsQ0Q3cFBkVk5COUM2OVVIcW41TlE?oc=5,2023-02-02,DeFi hackers stole $3.2bn last year amid 35% surge in ‘bridge’ exploits &nbsp;&nbsp; dlnews.com,defi hack,2026-03-06 13:42:43
Google News,3 Ways to Prevent Reentrancy Attacks in Smart Contract Development - HackerNoon,https://news.google.com/rss/articles/CBMikwFBVV95cUxOMS15X0RrUTl3aHcxNUZiY1ZVeGhqX0szeGpPSy1yVlI5ODVvT0tBajgxSk1UcnpqVXpwdFZjV1VFVlBZNFN5NHl1WGxjZkZWdk8tZmtQX0VSQkhTRVlWSG9CZ3dJRHlaYjFFb0lxdTFhZERHaExLTzRmVXpMODB2RnlqTTFyYW5kNkNLVmxwTjZqNEU?oc=5,2023-01-19,3 Ways to Prevent Reentrancy Attacks in Smart Contract Development &nbsp;&nbsp; HackerNoon,smart contract,2026-03-06 13:42:46
Google News,"DeFi, Cross-Chain Bridge Attacks Drive Record Haul from Cryptocurrency Hacks and Exploits | TRM Blog - TRM Labs",https://news.google.com/rss/articles/CBMixgFBVV95cUxQMHEwMGMxZ29CTDVoX041RTJRWVN4cEF4OW1QMVUxY0NSYmx4VlpYSkRhb2t3RjdvZGV3MW9TVEdjSWpwOURUQndSaXBYWWpzdWN5VzFDemtCeUVzaHpYdWhyTnpDaklJUjY1aWN2LWVYUjJnWVhPVnB0eVBHeUlueW9QeTB4cTNkbFNmODZDVEFUUXZ3VVBRSElqemxsdlk0TXBUeEhrUnRsUmhmXzBnbTRrM05DQ2VwMlFsZk1zbkljM3ZzVWc?oc=5,2022-12-15,"DeFi, Cross-Chain Bridge Attacks Drive Record Haul from Cryptocurrency Hacks and Exploits | TRM Blog &nbsp;&nbsp; TRM Labs",exploit,2026-03-06 13:42:38
Google News,Crypto Hacks & Historical Cryptocurrency Exploits - Milk Road,https://news.google.com/rss/articles/CBMiQEFVX3lxTE96SGt0eU5UWlRjX0hnbTloZGNkZlpGWjktX1ZxVzlMVVVZenNCb0xTczFTT2hHczdaQV9ROGVDWG8?oc=5,2022-12-12,Crypto Hacks & Historical Cryptocurrency Exploits &nbsp;&nbsp; Milk Road,exploit,2026-03-06 13:42:38
Google News,Mango Market exploit: DeFi loses nearly $900 million to hackers in costliest 30 days on record - Elliptic,https://news.google.com/rss/articles/CBMiygFBVV95cUxONDFIbS12eWd6OHNzYjNwV0tnM2NDWHkwMmV0TEx5d3NCaXU5RFF0a0pDVlFUSUFvUjVmaUd6Vnh5ek1TaTF4bXF3NzFRd09IanVFbWhBNldrME44U0NCeGd2cmxkLWFKazJldUoxX1JGNkZvZTlvRUpiUDJQclBHN3J6aTh4U1k4SU1pNFFDWFEzT1FyMFdzNThXblR6NE0xdlJ3dWh6ZEw5R2g5aVJYbGI0S2pBaEs3OTZpT3pzd0RoYkhHZDlDdDdB?oc=5,2022-12-10,Mango Market exploit: DeFi loses nearly $900 million to hackers in costliest 30 days on record &nbsp;&nbsp; Elliptic,exploit,2026-03-06 13:42:43
Google News,Hackers Exploit a DeFi Project to Mint 4 Quadrillion Crypto Tokens - Gizmodo,https://news.google.com/rss/articles/CBMiakFVX3lxTE1oNWJOQVR0UExOak50NWo4dlAtMk9IZDA3WjMwVURlWnJleHA3QXI5ZXdYS0w5clVOS0J1Ym1sV3Y0MTNlS3lwdUNMa2cxMEF5dWFXTUZ4YmEybFdUSHRWR0Rpb08zVzczN2c?oc=5,2022-12-02,Hackers Exploit a DeFi Project to Mint 4 Quadrillion Crypto Tokens &nbsp;&nbsp; Gizmodo,exploit,2026-03-06 13:42:43
Google News,Decentralized Robbery: Dissecting the Nomad Bridge Hack and Following the Money - Google Cloud,https://news.google.com/rss/articles/CBMijgFBVV95cUxQN0R0R29kRlRpRkdVVnN2RUhNdDJua0k2X00teWNVQ2Q3NFZpQnFLaWZ5ZDBWWk43SFpoOV9sYmtCTk1qbTNXR21aSzI0MHJWTlhHRlgyZHcwT0JBalhmQi1IU1FfSXNBUl9Xa2toc2JkcTNFVG9iY2c5VzdUWDRhNTZhUGR1bHYwLTJjMV9n?oc=5,2022-11-29,Decentralized Robbery: Dissecting the Nomad Bridge Hack and Following the Money &nbsp;&nbsp; Google Cloud,bridge hack,2026-03-06 13:42:38
Google News,BlockSec Debunks Rumours of $532M Smart Contract Hack - crypto.news,https://news.google.com/rss/articles/CBMifkFVX3lxTE05VHgxSWZNX0ctUDRtel9RRlF6NE42SjZnZ0hmZk0wVlpGSUhyN2V6UXBMQXpZSGRCVk1zRU5FMDRpdXlYRWVVREt2NnZSay1aMmRnZjFFd1RGWVh4dmxPTEszTjFBTHhGX3pCaVU1MzVBaUczYXdMNGNTNWE1dw?oc=5,2022-10-31,BlockSec Debunks Rumours of $532M Smart Contract Hack &nbsp;&nbsp; crypto.news,smart contract,2026-03-06 13:42:38
Google News,"DeFi Lending Platform Built on Polygon (MATIC) Hacked for $220,000 in Flash Loan Attack - The Daily Hodl",https://news.google.com/rss/articles/CBMiuAFBVV95cUxQOExPRGtWZzhwMDlkLUlEUllybzB3c3N2QWxmS0RDUWxYX2EwWFptWU1ZbWZlYnNMZ2owQWdNdFZ2NVhpaEw2bXR2dFlfRFRwNHZiVi1RMENuZ1ctVVZWcWhvMlFXS3F0bnc1bmVtUFd1WC1kT0NxRG03Tjl0MnBzRGNRbjFJSnRIWVdBVzdhQmwwb1NFcWpJYzE5X3NCMDVmNEI4bXNGRHk3WnJuYnFlSXZhRnZIZXRi0gG-AUFVX3lxTE1iTnlNeE5hMGVpWFFXd3V5eDJHYko4aXloM3FBS3k4amIwbWdZd2lKdjVjZ1JaSy16aVBwV0xGWjUyVi0zNmN2elZtSjlsV2lLeEtnSFp1S3RqTjRxaHdOWXZSbGtTSXdXcUtzdzZHVWd0Qk4wRWtOTWpibjcyZVhOY0FQaFFydURISUpYMEdERHBRSlRkdE9qR0VIVEF6OVd3X2E0UDk2NDliRFZMMzJrWE9jRTF3NHR4SlJPb3c?oc=5,2022-10-25,"DeFi Lending Platform Built on Polygon (MATIC) Hacked for $220,000 in Flash Loan Attack &nbsp;&nbsp; The Daily Hodl",flash loan,2026-03-06 13:42:49
